0.136256074715	0	3	15	7	1	1	-3844.9
0.176156124019	4	0	8	5	0	1	-1489.9
0.220383016482	1	0	4	3	0	1	-108.9
0.257892196165	12	2	13	8	1	1	-992.9
0.285979050348	6	1	7	8	0	1	-122.9
0.272447721	12	0	13	15	4	1	-26.9
0.290113931855	2	6	3	8	1	1	-332.9
0.292240558011	0	2	1	3	0	1	-7.9
0.281162091003	7	7	14	8	4	1	-8.9
0.273381991115	6	2	13	9	4	-1	196.1
0.256608467744	7	2	8	9	0	1	-196.9
0.263780422826	6	0	14	8	2	-1	3953.1
0.267365666917	1	0	2	8	1	1	-1184.9
0.288226840898	5	1	9	9	2	-1	4128.1
0.303121387368	6	9	15	15	1	-1	-1111.9
0.276117067436	7	14	12	15	1	1	-82.9
0.299562385593	6	6	14	8	2	-1	1748.1
0.307328136597	12	2	15	3	1	1	-61.9
0.27848489743	10	1	11	3	1	-1	-337.9
0.301408225774	1	3	2	14	0	1	-190.9
0.297489889452	1	9	2	10	1	-1	6.1
0.273914208973	5	12	10	13	1	-1	205.1
0.297048152571	4	0	10	1	0	1	-185.9
0.30328575869	4	3	15	4	1	1	-340.9
0.300264823619	7	2	10	3	4	1	18.1
0.275848012905	6	3	10	6	0	1	-1090.9
0.2832537726	0	1	3	6	4	1	111.1
0.306334723817	7	3	11	4	0	-1	-79.9
0.315751396499	1	5	6	6	4	1	-28.9
0.315802134897	0	10	1	15	0	1	-135.9
